time,open,high,low,close,volume
2025-04-28 00:00:00,1.32806,1.33027,1.32806,1.33027,14
2025-04-28 00:15:00,1.33027,1.3304,1.33008,1.33008,24
2025-04-28 00:30:00,1.33012,1.33043,1.33012,1.3302,249
2025-04-28 00:45:00,1.33015,1.33019,1.33014,1.33016,27
2025-04-28 01:00:00,1.33016,1.33115,1.33006,1.3308200000000001,417
2025-04-28 01:15:00,1.3308200000000001,1.3308499999999999,1.33008,1.33011,677
2025-04-28 01:30:00,1.33009,1.33011,1.32931,1.3299,607
2025-04-28 01:45:00,1.3299,1.3301,1.32983,1.32992,246
2025-04-28 02:00:00,1.32992,1.33032,1.32973,1.32975,517
2025-04-28 02:15:00,1.32974,1.33004,1.32974,1.32977,194
2025-04-28 02:30:00,1.32977,1.33052,1.3296700000000001,1.33051,219
2025-04-28 02:45:00,1.33051,1.3306,1.3287900000000001,1.3289900000000001,390
2025-04-28 03:00:00,1.3289900000000001,1.33047,1.32894,1.3299400000000001,613
2025-04-28 03:15:00,1.3299400000000001,1.33037,1.3296000000000001,1.32982,316
2025-04-28 03:30:00,1.32983,1.33006,1.32946,1.32992,576
2025-04-28 03:45:00,1.32992,1.3302,1.32952,1.33002,590
2025-04-28 04:00:00,1.33002,1.33046,1.3298,1.33039,435
2025-04-28 04:15:00,1.33039,1.33056,1.32931,1.3293300000000001,453
2025-04-28 04:30:00,1.32935,1.32982,1.32924,1.3293300000000001,660
2025-04-28 04:45:00,1.3293300000000001,1.32944,1.32862,1.3287200000000001,469
2025-04-28 05:00:00,1.32873,1.32873,1.328,1.3281,658
2025-04-28 05:15:00,1.3281,1.32852,1.32805,1.32822,280
2025-04-28 05:30:00,1.32822,1.32874,1.32815,1.32871,499
2025-04-28 05:45:00,1.32871,1.32914,1.3287,1.32885,192
2025-04-28 06:00:00,1.32885,1.32926,1.3287499999999999,1.32924,345
2025-04-28 06:15:00,1.32924,1.32962,1.32917,1.32946,358
2025-04-28 06:30:00,1.32942,1.32972,1.32941,1.32944,170
2025-04-28 06:45:00,1.32944,1.32985,1.32942,1.32952,231
2025-04-28 07:00:00,1.32952,1.32999,1.32927,1.32992,281
2025-04-28 07:15:00,1.32992,1.3304,1.32992,1.3304,291
2025-04-28 07:30:00,1.33038,1.33079,1.3302399999999999,1.33078,277
2025-04-28 07:45:00,1.33078,1.33156,1.33066,1.3315299999999999,290
2025-04-28 08:00:00,1.3315299999999999,1.33181,1.33149,1.33172,341
2025-04-28 08:15:00,1.33172,1.33257,1.33165,1.33228,312
2025-04-28 08:30:00,1.33228,1.33276,1.33206,1.33219,460
2025-04-28 08:45:00,1.33219,1.3323,1.33152,1.33164,522
2025-04-28 09:00:00,1.33157,1.33166,1.33107,1.33109,744
2025-04-28 09:15:00,1.33109,1.33175,1.33086,1.33113,968
2025-04-28 09:30:00,1.33113,1.33135,1.32995,1.33006,934
2025-04-28 09:45:00,1.33005,1.33005,1.32882,1.3296299999999999,964
2025-04-28 10:00:00,1.32962,1.3305,1.32942,1.33049,1042
2025-04-28 10:15:00,1.33049,1.3305799999999999,1.32949,1.32987,776
2025-04-28 10:30:00,1.32986,1.33077,1.32971,1.33076,719
2025-04-28 10:45:00,1.33076,1.33105,1.33032,1.33054,703
2025-04-28 11:00:00,1.33052,1.33191,1.33047,1.33091,909
2025-04-28 11:15:00,1.33091,1.33168,1.3306499999999999,1.33167,644
2025-04-28 11:30:00,1.33167,1.33287,1.33151,1.33273,856
2025-04-28 11:45:00,1.33273,1.33338,1.33224,1.33288,866
2025-04-28 12:00:00,1.33289,1.33462,1.33289,1.33415,876
2025-04-28 12:15:00,1.33415,1.33547,1.33401,1.33496,825
2025-04-28 12:30:00,1.33496,1.33545,1.33474,1.33501,819
2025-04-28 12:45:00,1.33502,1.33545,1.3342399999999999,1.33425,1054
2025-04-28 13:00:00,1.33425,1.33457,1.3336299999999999,1.33403,589
2025-04-28 13:15:00,1.33403,1.33463,1.33403,1.33437,621
2025-04-28 13:30:00,1.33437,1.33463,1.33418,1.3343099999999999,681
2025-04-28 13:45:00,1.3343099999999999,1.33456,1.33353,1.33403,624
2025-04-28 14:00:00,1.33403,1.33403,1.33332,1.33345,536
2025-04-28 14:15:00,1.33345,1.33374,1.33318,1.33369,507
2025-04-28 14:30:00,1.3336999999999999,1.3342399999999999,1.3333599999999999,1.3334,616
2025-04-28 14:45:00,1.3334,1.33419,1.3333300000000001,1.33384,664
2025-04-28 15:00:00,1.33384,1.33445,1.33383,1.3343099999999999,722
2025-04-28 15:15:00,1.3343099999999999,1.33541,1.33419,1.33522,771
2025-04-28 15:30:00,1.33522,1.33525,1.3339400000000001,1.33418,807
2025-04-28 15:45:00,1.33418,1.33479,1.3338,1.3342399999999999,807
2025-04-28 16:00:00,1.3342399999999999,1.33517,1.3342100000000001,1.33453,980
2025-04-28 16:15:00,1.33454,1.33509,1.33411,1.33502,799
2025-04-28 16:30:00,1.33502,1.3370600000000001,1.33501,1.33696,1124
2025-04-28 16:45:00,1.33698,1.337,1.336,1.33667,1204
2025-04-28 17:00:00,1.33667,1.33714,1.33646,1.33663,1234
2025-04-28 17:15:00,1.33663,1.33887,1.33661,1.3384800000000001,1215
2025-04-28 17:30:00,1.3384800000000001,1.34206,1.3384,1.34121,1655
2025-04-28 17:45:00,1.34121,1.3416000000000001,1.33898,1.33928,2092
2025-04-28 18:00:00,1.33928,1.33955,1.33807,1.33818,1522
2025-04-28 18:15:00,1.33818,1.33886,1.33812,1.33886,887
2025-04-28 18:30:00,1.33886,1.3397700000000001,1.33862,1.33975,996
2025-04-28 18:45:00,1.33975,1.3400400000000001,1.33876,1.33932,892
2025-04-28 19:00:00,1.33932,1.34073,1.33928,1.3404,882
2025-04-28 19:15:00,1.3404,1.34046,1.3394,1.33986,1005
2025-04-28 19:30:00,1.33986,1.34094,1.33964,1.34078,678
2025-04-28 19:45:00,1.34078,1.34189,1.3406799999999999,1.3413,1127
2025-04-28 20:00:00,1.3413,1.3419699999999999,1.3411,1.3416299999999999,821
2025-04-28 20:15:00,1.3416299999999999,1.34212,1.34146,1.34192,730
2025-04-28 20:30:00,1.34192,1.34249,1.34142,1.34167,905
2025-04-28 20:45:00,1.34167,1.34188,1.34113,1.34117,556
2025-04-28 21:00:00,1.34117,1.34212,1.34115,1.34174,546
2025-04-28 21:15:00,1.34174,1.34208,1.34161,1.34208,513
2025-04-28 21:30:00,1.34208,1.34259,1.34189,1.34206,531
2025-04-28 21:45:00,1.34206,1.3427,1.34192,1.3426,524
2025-04-28 22:00:00,1.3426,1.34333,1.3425099999999999,1.34279,555
2025-04-28 22:15:00,1.3428,1.34304,1.34266,1.34281,479
2025-04-28 22:30:00,1.34277,1.34324,1.3425799999999999,1.34314,462
2025-04-28 22:45:00,1.34314,1.34426,1.34314,1.3439,507
2025-04-28 23:00:00,1.3439,1.3439999999999999,1.34363,1.3439999999999999,265
2025-04-28 23:15:00,1.3439999999999999,1.3443100000000001,1.34393,1.3441,239
2025-04-28 23:30:00,1.3441,1.34414,1.34395,1.3441,163
2025-04-28 23:45:00,1.3441,1.3444,1.34381,1.34425,284
2025-04-29 00:00:00,1.3431899999999999,1.34421,1.34204,1.34406,77
2025-04-29 00:15:00,1.34394,1.34414,1.34295,1.3433899999999999,214
